STATIONKEY,TAXON,NUMBER,WEIGHT,WTCODE
40300183,GYMNOTHORAX FUNEBRIS,1,1.3,
40300183,HYPORTHODUS  FLAVOLIMBATUS,3,8.0,
40300183,NEOMERINTHE HEMINGWAYI,1,1.1,
40305037,CARCHARHINUS FALCIFORMIS,2,11.8,
40305037,GALEOCERDO CUVIERI,1,,C
40305037,SPHYRAENA BARRACUDA,1,4.9,
40305038,CARCHARHINUS PLUMBEUS,1,37.2,
40305038,SPHYRAENA BARRACUDA,1,5.8,
40305039,GALEOCERDO CUVIERI,1,8.4,
40305039,RAJA EGLANTERIA,1,1.8,
40305040,GALEOCERDO CUVIERI,1,13.0,
40305041,CARCHARHINUS FALCIFORMIS,1,2.3,
40305041,CARCHARHINUS PLUMBEUS,1,30.0,
40305042,RHIZOPRIONODON TERRAENOVAE,1,2.8,
40305043,CARCHARHINUS FALCIFORMIS,1,3.0,
40305043,EPINEPHELUS MORIO,3,16.9,
40305043,EPINEPHELUS MORIO,1,,D
40305043,RHIZOPRIONODON TERRAENOVAE,1,2.3,
40305044,CARCHARHINUS ACRONOTUS,3,16.9,
40305044,CARCHARHINUS ACRONOTUS,1,,C
40305044,CARCHARHINUS ACRONOTUS,1,,D
40305044,CARCHARHINUS PLUMBEUS,1,,C
40305044,RHIZOPRIONODON TERRAENOVAE,1,3.0,
40305045,CARCHARHINUS ACRONOTUS,3,14.5,
40305045,CARCHARHINUS FALCIFORMIS,1,3.2,D
40305045,GINGLYMOSTOMA CIRRATUM,1,78.1,
40305045,GINGLYMOSTOMA CIRRATUM,1,,C
40305045,RHIZOPRIONODON TERRAENOVAE,3,7.5,
40305045,RHIZOPRIONODON TERRAENOVAE,1,,D
40305045,SPHYRAENA BARRACUDA,1,6.3,
40305046,CARCHARHINUS ACRONOTUS,1,2.8,
40305046,GINGLYMOSTOMA CIRRATUM,1,86.2,
40305047,CARCHARHINUS PLUMBEUS,1,,C
40305047,EPINEPHELUS MORIO,2,9.5,
40305047,EPINEPHELUS MORIO,1,,C
40305047,GALEOCERDO CUVIERI,1,,C
40305047,RHIZOPRIONODON TERRAENOVAE,3,9.3,
40305048,EPINEPHELUS MORIO,12,18.4,
40305048,EPINEPHELUS MORIO,1,,C
40305048,LUTJANUS CAMPECHANUS,9,44.6,
40305049,EPINEPHELUS MORIO,5,6.0,
40305049,EPINEPHELUS MORIO,1,,C
40305049,EPINEPHELUS MORIO,1,,D
40305049,EUTHYNNUS ALLETTERATUS,1,3.3,
40305049,GALEOCERDO CUVIERI,1,15.2,
40305049,RHIZOPRIONODON TERRAENOVAE,2,6.2,
40305050,CARCHARHINUS PLUMBEUS,1,28.1,
40305050,GALEOCERDO CUVIERI,1,12.0,
40305054,MUSTELUS SINUSMEXICANUS,1,5.0,
40305055,CAULOLATILUS MICROPS,1,3.9,
40305056,CAULOLATILUS MICROPS,1,1.4,
40305056,GYMNOTHORAX KOLPOS,2,1.1,
40305056,NEOMERINTHE HEMINGWAYI,1,1.2,
40305057,GYMNOTHORAX KOLPOS,1,0.9,
40305058,CAULOLATILUS MICROPS,1,1.8,
40305058,HYPORTHODUS  FLAVOLIMBATUS,1,3.0,
40305058,MUSTELUS NORRISI,2,13.3,
40305059,CARCHARHINUS SIGNATUS,2,8.7,
40305059,HYPORTHODUS  FLAVOLIMBATUS,2,11.6,
40305061,CARCHARHINUS PLUMBEUS,2,73.5,
40305061,EPINEPHELUS MORIO,3,4.7,
40305062,EPINEPHELUS MORIO,1,,C
40305062,RHIZOPRIONODON TERRAENOVAE,1,4.1,
40305063,EPINEPHELUS MORIO,2,2.0,
40305064,EPINEPHELUS MORIO,4,7.6,
40305065,CARCHARHINUS ACRONOTUS,1,10.5,D
40305065,EPINEPHELUS MORIO,2,7.4,
40305065,GALEOCERDO CUVIERI,1,35.0,
40305065,RHIZOPRIONODON TERRAENOVAE,1,3.8,
40305067,RHIZOPRIONODON TERRAENOVAE,1,3.4,
40305068,CARCHARHINUS PLUMBEUS,4,153.2,
40305069,CARCHARHINUS PLUMBEUS,1,38.0,
40305069,EPINEPHELUS MORIO,2,10.6,
40305071,MUSTELUS CANIS,2,6.5,
40305072,OPHICHTHUS PUNCTICEPS,1,0.3,
40305073,OPHICHTHUS PUNCTICEPS,2,0.8,
40305073,SERRANIDAE,1,,C
40305073,STENOCIONOPS SPINIMANA,1,1.1,
40305075,CARCHARHINUS LEUCAS,1,59.9,
40305075,CARCHARHINUS PLUMBEUS,1,51.7,
40305075,EPINEPHELUS MORIO,1,3.9,
40305075,EPINEPHELUS MORIO,1,,D
40305076,CARCHARHINUS ACRONOTUS,1,2.0,
40305076,CARCHARHINUS LEUCAS,3,,C
40305076,CARCHARHINUS PLUMBEUS,1,30.8,
40305076,EPINEPHELUS MORIO,1,2.1,
40305076,GALEOCERDO CUVIERI,1,34.0,
40305076,GALEOCERDO CUVIERI,1,,C
40305076,GINGLYMOSTOMA CIRRATUM,1,67.0,
40305076,GINGLYMOSTOMA CIRRATUM,1,,C
40305076,NEGAPRION BREVIROSTRIS,1,75.0,
40305076,NEGAPRION BREVIROSTRIS,1,,C
40305076,RACHYCENTRON CANADUM,1,4.0,
40305076,RHIZOPRIONODON TERRAENOVAE,15,40.9,
40305076,RHIZOPRIONODON TERRAENOVAE,3,,D
40305077,EPINEPHELUS MORIO,2,3.4,
40305078,EPINEPHELUS MORIO,1,3.9,
40305078,GALEOCERDO CUVIERI,2,6.3,
40305078,GINGLYMOSTOMA CIRRATUM,1,93.0,
40305079,EPINEPHELUS MORIO,3,8.3,
40305080,SPHYRNA MOKARRAN,1,80.0,
40305081,CARCHARHINUS ACRONOTUS,1,7.7,
40305081,GALEOCERDO CUVIERI,2,5.2,
40305081,GINGLYMOSTOMA CIRRATUM,1,85.0,
40305081,NEGAPRION BREVIROSTRIS,1,,C
40305082,CARCHARHINUS ACRONOTUS,1,,D
40305082,CARCHARHINUS LIMBATUS,1,30.0,
40305082,GALEOCERDO CUVIERI,1,41.7,
40305083,CARCHARHINIDAE,1,,D
40305083,CARCHARHINUS LEUCAS,1,,C
40305085,CARCHARHINUS LEUCAS,3,270.0,
40305085,CARCHARHINUS LIMBATUS,1,,D
40305085,GALEOCERDO CUVIERI,1,1.4,
40305085,GINGLYMOSTOMA CIRRATUM,2,153.0,
40305085,RHIZOPRIONODON TERRAENOVAE,1,,D
40305086,CARCHARHINUS LIMBATUS,1,,D
40305086,CARCHARHINUS PLUMBEUS,1,78.9,
40305086,EPINEPHELUS MORIO,1,,D
40305086,GINGLYMOSTOMA CIRRATUM,1,59.0,
40305087,CARCHARHINUS PLUMBEUS,1,39.0,
40305087,CARCHARHINUS PLUMBEUS,2,,C
40305087,OPHICHTHUS PUNCTICEPS,1,0.1,
40305088,SPHYRNA LEWINI,1,41.0,
40305088,SQUALUS CUBENSIS,1,0.8,
40305088,SQUATINA DUMERIL,1,5.5,
40305089,CARCHARHINUS PLUMBEUS,1,,C
40305089,LUTJANUS CAMPECHANUS,2,8.7,
40305089,LUTJANUS CAMPECHANUS,1,,D
40305089,MUSTELUS SINUSMEXICANUS,6,36.6,
40305089,RHIZOPRIONODON TERRAENOVAE,25,89.1,
40305089,SPHYRNA LEWINI,1,8.6,
40305090,RHIZOPRIONODON TERRAENOVAE,11,51.6,
40305091,BAGRE MARINUS,3,2.5,
40305091,CARCHARHINUS ACRONOTUS,1,,D
40305092,CARCHARHINUS ACRONOTUS,2,17.2,
40305092,CARCHARHINUS ACRONOTUS,1,,C
40305093,HYPORTHODUS  FLAVOLIMBATUS,1,4.7,
40305093,LOPHOLATILUS CHAMAELEONTICEPS,4,29.0,
40305093,MUSTELUS CANIS,2,3.8,
40305093,MUSTELUS NORRISI,1,1.1,
40305093,MUSTELUS SINUSMEXICANUS,3,11.3,
40305094,HEPTRANCHIAS PERLO,1,0.9,
40305094,LOPHOLATILUS CHAMAELEONTICEPS,5,11.0,
40305094,OPHICHTHUS REX,1,5.5,
40305095,LUTJANUS CAMPECHANUS,6,24.3,
40305095,MUSTELUS SINUSMEXICANUS,4,19.3,
40305095,RHIZOPRIONODON TERRAENOVAE,5,17.0,
40305096,CARCHARHINUS OBSCURUS,2,198.0,
40305096,CARCHARHINUS PLUMBEUS,1,29.0,
40305096,CARCHARHINUS PLUMBEUS,3,,C
40305096,LUTJANUS CAMPECHANUS,8,54.7,
40305096,MUSTELUS,1,7.2,
40305096,MUSTELUS SINUSMEXICANUS,1,5.4,
40305096,OPHICHTHUS REX,1,,C
40305096,RHIZOPRIONODON TERRAENOVAE,2,7.8,
40305096,RHIZOPRIONODON TERRAENOVAE,1,,D
40305097,HYPORTHODUS  FLAVOLIMBATUS,3,13.3,
40305097,MUSTELUS NORRISI,1,6.3,
40305097,MUSTELUS SINUSMEXICANUS,1,2.5,
40305098,HEPTRANCHIAS PERLO,1,1.8,
40305098,LOPHOLATILUS CHAMAELEONTICEPS,15,46.7,
40305099,LUTJANUS CAMPECHANUS,19,102.2,
40305099,OPHICHTHUS REX,1,,C
40305099,RHIZOPRIONODON TERRAENOVAE,3,10.7,
40305100,CARCHARHINUS ACRONOTUS,1,9.8,
40305100,CARCHARHINUS LEUCAS,1,160.0,
40305100,CARCHARHINUS LIMBATUS,1,17.0,
40305100,CARCHARHINUS LIMBATUS,1,,C
40305100,CARCHARHINUS PLUMBEUS,2,,C
40305100,LUTJANUS CAMPECHANUS,11,65.7,
40305100,LUTJANUS CAMPECHANUS,1,,D
40305100,RHIZOPRIONODON TERRAENOVAE,8,25.3,
40305100,RHIZOPRIONODON TERRAENOVAE,1,,D
40305101,CARCHARHINUS ACRONOTUS,1,7.8,
40305101,CARCHARHINUS LIMBATUS,1,16.8,
40305101,CARCHARHINUS LIMBATUS,1,,D
40305102,ARIUS FELIS,1,0.2,
40305102,CARCHARHINUS ACRONOTUS,1,8.1,
40305102,CARCHARHINUS LEUCAS,1,148.0,
40305102,RHIZOPRIONODON TERRAENOVAE,2,5.7,
40305102,RHIZOPRIONODON TERRAENOVAE,4,,D
40305103,BAGRE MARINUS,6,5.5,
40305103,CARCHARHINUS LEUCAS,1,,C
40305103,CARCHARHINUS LIMBATUS,1,25.0,
40305103,CARCHARHINUS LIMBATUS,5,,C
40305103,RHIZOPRIONODON TERRAENOVAE,2,,D
40305105,BAGRE MARINUS,5,4.5,
40305105,CARCHARHINUS LIMBATUS,1,25.0,
40305105,RHIZOPRIONODON TERRAENOVAE,2,6.5,
40305105,RHIZOPRIONODON TERRAENOVAE,3,0.2,D
40305105,SPHYRNA TIBURO,1,1.1,
40305106,BAGRE MARINUS,1,0.3,
40305106,CARCHARHINUS LIMBATUS,1,17.4,
40305106,CARCHARHINUS LIMBATUS,1,,C
40305106,RHIZOPRIONODON TERRAENOVAE,4,1.9,
40305107,ACANTHOCYBIUM SOLANDERI,1,13.8,D
40305107,CARCHARHINUS PLUMBEUS,1,35.0,
40305107,LUTJANUS CAMPECHANUS,15,93.3,
40305107,LUTJANUS CAMPECHANUS,1,,C
40305107,LUTJANUS CAMPECHANUS,1,,D
40305107,RHIZOPRIONODON TERRAENOVAE,18,62.6,
40305107,RHIZOPRIONODON TERRAENOVAE,2,,D
40305108,HYPORTHODUS  FLAVOLIMBATUS,1,3.8,
40305108,SQUALUS CUBENSIS,1,0.6,
40305108,UROPHYCIS CIRRATUS,1,0.3,
40305109,CARCHARHINUS PLUMBEUS,2,,C
40305109,CORYPHAENA HIPPURUS,1,1.4,
40305109,LUTJANUS CAMPECHANUS,4,34.8,
40305109,MUSTELUS SINUSMEXICANUS,1,1.4,
40305109,RHIZOPRIONODON TERRAENOVAE,1,,D
40305110,CARCHARHINUS PLUMBEUS,3,206.0,
40305110,CARCHARHINUS PLUMBEUS,3,,C
40305110,RHIZOPRIONODON TERRAENOVAE,9,31.0,
40305110,RHIZOPRIONODON TERRAENOVAE,3,,D
40305111,CARCHARHINUS ACRONOTUS,7,56.1,
40305111,CARCHARHINUS LEUCAS,1,,C
40305111,CARCHARHINUS LIMBATUS,1,22.0,
40305111,LUTJANUS CAMPECHANUS,1,6.4,
40305111,LUTJANUS CAMPECHANUS,1,,D
40305111,RHIZOPRIONODON TERRAENOVAE,27,97.9,
40305112,RHIZOPRIONODON TERRAENOVAE,6,20.1,
40305112,RHIZOPRIONODON TERRAENOVAE,1,,D
40305113,RHIZOPRIONODON TERRAENOVAE,1,3.6,
40305114,BAGRE MARINUS,1,1.0,
40305114,BAGRE MARINUS,2,,D
40305114,CARCHARHINUS ACRONOTUS,1,8.0,
40305114,CARCHARHINUS ACRONOTUS,1,,D
40305114,CARCHARHINUS BREVIPINNA,5,51.1,
40305114,CARCHARHINUS BREVIPINNA,1,,D
40305114,CARCHARHINUS LEUCAS,1,77.0,
40305114,CARCHARHINUS LEUCAS,3,,C
40305114,CARCHARHINUS LIMBATUS,3,84.5,
40305114,CARCHARHINUS LIMBATUS,7,,C
40305114,RHIZOPRIONODON TERRAENOVAE,3,6.5,
40305114,SCIAENOPS OCELLATA,1,5.7,
40305115,BAGRE MARINUS,6,5.0,
40305115,BAGRE MARINUS,1,,D
40305115,CARCHARHINUS ACRONOTUS,1,7.8,
40305115,CARCHARHINUS BREVIPINNA,4,44.2,
40305115,CARCHARHINUS LIMBATUS,11,334.5,
40305115,CARCHARHINUS LIMBATUS,2,,C
40305115,CARCHARHINUS LIMBATUS,1,,D
40305115,RHIZOPRIONODON TERRAENOVAE,4,18.2,
40305115,RHIZOPRIONODON TERRAENOVAE,4,,D
40305115,SCIAENOPS OCELLATA,1,,D
40305116,CARCHARHINUS LEUCAS,1,48.0,
40305116,CARCHARHINUS LEUCAS,3,,C
40305116,RHIZOPRIONODON TERRAENOVAE,3,9.9,
40305116,RHIZOPRIONODON TERRAENOVAE,3,3.9,D
40305116,SPHYRNA LEWINI,1,,C
40305117,LUTJANUS CAMPECHANUS,2,12.1,
40305117,OPHICHTHUS REX,1,1.6,
40305117,RHIZOPRIONODON TERRAENOVAE,2,8.9,
40305118,LUTJANUS CAMPECHANUS,9,46.6,
40305118,RHIZOPRIONODON TERRAENOVAE,3,10.4,
40305119,CARCHARHINUS BREVIPINNA,1,15.5,
40305119,CARCHARHINUS PLUMBEUS,2,,C
40305119,LUTJANUS CAMPECHANUS,10,60.0,
40305119,RHIZOPRIONODON TERRAENOVAE,12,49.0,
40305119,RHIZOPRIONODON TERRAENOVAE,1,,D
40305120,MUSTELUS,1,2.4,
40305120,OPHICHTHUS REX,3,3.6,
40305120,RHIZOPRIONODON TERRAENOVAE,3,5.6,
40305120,SPHYRNA LEWINI,1,,C
40305121,CARCHARHINUS PLUMBEUS,1,,C
40305121,LUTJANUS CAMPECHANUS,3,16.2,
40305121,MUSTELUS SINUSMEXICANUS,1,2.5,
40305121,RHIZOPRIONODON TERRAENOVAE,6,13.0,
40305122,UROPHYCIS CIRRATUS,1,0.9,
40305123,MUSTELUS SINUSMEXICANUS,1,3.4,
40305123,OPHICHTHUS REX,2,,C
40305123,SQUALUS CUBENSIS,1,0.5,
40305124,HYPORTHODUS  FLAVOLIMBATUS,2,11.6,
40305124,LUTJANUS CAMPECHANUS,8,37.9,
40305124,LUTJANUS CAMPECHANUS,1,,D
40305124,MUSTELUS,2,8.0,
40305124,MUSTELUS,1,,C
40305125,LUTJANUS CAMPECHANUS,9,34.1,
40305125,LUTJANUS CAMPECHANUS,1,,D
40305125,MUSTELUS SINUSMEXICANUS,1,8.2,
40305125,RHIZOPRIONODON TERRAENOVAE,2,3.7,
40305126,LUTJANUS CAMPECHANUS,3,15.4,
40305126,MUSTELUS SINUSMEXICANUS,1,8.0,
40305126,RHIZOPRIONODON TERRAENOVAE,2,6.2,
40305127,MUSTELUS SINUSMEXICANUS,1,2.1,
40305127,RHIZOPRIONODON TERRAENOVAE,2,4.1,
40305128,LOPHOLATILUS CHAMAELEONTICEPS,1,3.7,
40305129,MUSTELUS SINUSMEXICANUS,2,12.1,
40305129,OPHICHTHUS REX,1,1.7,
40305130,CARCHARHINUS BREVIPINNA,1,6.0,
40305130,CARETTA CARETTA,1,,C
40305130,GALEOCERDO CUVIERI,2,168.0,
40305130,GALEOCERDO CUVIERI,2,,C
40305130,RHIZOPRIONODON TERRAENOVAE,8,28.6,
40305130,RHIZOPRIONODON TERRAENOVAE,1,,D
40305131,CARCHARHINUS ACRONOTUS,2,16.5,
40305131,CARCHARHINUS PLUMBEUS,1,,C
40305131,RHIZOPRIONODON TERRAENOVAE,14,44.0,
40305131,RHIZOPRIONODON TERRAENOVAE,2,1.0,D
40305133,HYPORTHODUS  FLAVOLIMBATUS,2,3.9,
40305133,LOPHOLATILUS CHAMAELEONTICEPS,1,,C
40305133,SERIOLA DUMERILI,1,,C
40305134,HYPORTHODUS  FLAVOLIMBATUS,1,4.2,
40305134,LOPHOLATILUS CHAMAELEONTICEPS,7,21.6,
40305134,OPHICHTHUS REX,1,,C
40305135,CARCHARHINUS PLUMBEUS,1,32.0,
40305135,LUTJANUS CAMPECHANUS,2,6.9,
40305136,CARCHARHINUS ACRONOTUS,9,39.1,
40305136,CARCHARHINUS ACRONOTUS,1,,D
40305136,CARCHARHINUS LIMBATUS,1,,C
40305136,RHIZOPRIONODON TERRAENOVAE,5,18.9,
40305136,SCIAENOPS OCELLATA,2,16.5,
40305136,SPHYRNA LEWINI,1,,C
40305137,CARCHARHINUS FALCIFORMIS,1,9.1,
40305137,GALEOCERDO CUVIERI,1,,C
40305137,RHIZOPRIONODON TERRAENOVAE,7,28.6,
40305138,BAGRE MARINUS,11,8.9,
40305138,BAGRE MARINUS,1,,D
40305138,CARCHARHINUS BREVIPINNA,1,,D
40305138,CARCHARHINUS LIMBATUS,3,57.0,
40305138,CARCHARHINUS LIMBATUS,1,,C
40305138,RHIZOPRIONODON TERRAENOVAE,4,15.0,
40305138,RHIZOPRIONODON TERRAENOVAE,3,,D
40305138,SPHYRNA TIBURO,1,7.2,
40305139,LUTJANUS CAMPECHANUS,4,23.2,
40305139,RHIZOPRIONODON TERRAENOVAE,12,32.6,
40305140,LOPHOLATILUS CHAMAELEONTICEPS,1,11.2,
40305140,OPHICHTHUS REX,1,1.0,
40305140,OPHICHTHUS REX,2,,C
40305141,HYPORTHODUS  FLAVOLIMBATUS,3,38.9,
40305141,MUSTELUS,5,30.4,
40305141,MUSTELUS,1,,C
40305141,MUSTELUS SINUSMEXICANUS,1,8.0,
40305141,OPHICHTHUS REX,3,,C
40305141,UROPHYCIS,1,,D
40305142,OPHICHTHUS REX,2,,C
40305143,CARCHARHINUS PLUMBEUS,1,80.0,
40305143,CARCHARHINUS PLUMBEUS,2,,C
40305143,MUSTELUS,1,,D
40305143,MUSTELUS CANIS,4,25.8,
40305143,MUSTELUS SINUSMEXICANUS,9,55.0,
40305143,RHIZOPRIONODON TERRAENOVAE,2,6.1,
40305143,RHIZOPRIONODON TERRAENOVAE,1,,C
40305143,RHIZOPRIONODON TERRAENOVAE,1,,D
40305144,RHIZOPRIONODON TERRAENOVAE,48,142.4,
40305145,CARCHARHINUS PLUMBEUS,1,,C
40305145,GALEOCERDO CUVIERI,1,,C
40305145,MUSTELUS SINUSMEXICANUS,1,6.4,
40305145,RHIZOPRIONODON TERRAENOVAE,25,88.9,
40305145,TRICHIURUS LEPTURUS,1,,C
40305147,CARCHARHINUS PLUMBEUS,4,,C
40305147,GINGLYMOSTOMA CIRRATUM,1,,C
40305147,OPHICHTHUS PUNCTICEPS,1,0.1,
40305147,RHIZOPRIONODON TERRAENOVAE,1,3.4,
40305148,HYPORTHODUS  FLAVOLIMBATUS,3,8.2,
40305148,OPHICHTHUS REX,1,1.5,
40305148,OPHICHTHUS REX,3,,C
40305149,CARCHARHINUS ACRONOTUS,2,16.3,
40305149,RHIZOPRIONODON TERRAENOVAE,5,14.8,
40305151,CARCHARHINUS PLUMBEUS,4,252.0,
40305151,RHIZOPRIONODON TERRAENOVAE,2,7.0,
40305151,RHIZOPRIONODON TERRAENOVAE,1,,D
40305152,HYPORTHODUS  FLAVOLIMBATUS,4,23.1,
40305152,LOPHOLATILUS CHAMAELEONTICEPS,1,2.3,
40305152,OPHICHTHUS REX,1,2.8,
40305152,UROPHYCIS FLORIDANUS,1,0.8,
40305153,MUSTELUS SINUSMEXICANUS,1,5.6,
40305153,NEOMERINTHE HEMINGWAYI,1,1.2,
40305154,HYPORTHODUS  FLAVOLIMBATUS,2,6.2,
40305154,LOPHOLATILUS CHAMAELEONTICEPS,1,1.0,
40305154,UROPHYCIS FLORIDANUS,1,1.2,
40305155,GYMNOTHORAX KOLPOS,1,2.0,
40305155,LOPHOLATILUS CHAMAELEONTICEPS,2,4.2,
40305156,GYMNOTHORAX KOLPOS,1,1.5,
40305156,HYPORTHODUS  FLAVOLIMBATUS,1,5.4,
40305156,LOPHOLATILUS CHAMAELEONTICEPS,2,4.9,
40305157,RHIZOPRIONODON TERRAENOVAE,1,3.3,
40305158,CARCHARHINUS PLUMBEUS,1,52.0,
40305158,CARCHARHINUS PLUMBEUS,1,,C
40305158,MUSTELUS SINUSMEXICANUS,2,4.4,
40305158,OPHICHTHUS REX,1,1.6,
40305159,HYPORTHODUS  FLAVOLIMBATUS,2,7.1,
40305160,CARCHARHINUS PLUMBEUS,1,40.0,
40305160,MUSTELUS SINUSMEXICANUS,1,6.0,
40305160,SERIOLA DUMERILI,1,11.0,
40305161,RHIZOPRIONODON TERRAENOVAE,2,5.8,
40305162,LOPHOLATILUS CHAMAELEONTICEPS,3,12.0,
40305162,SQUALUS CUBENSIS,1,0.5,
40305163,CARCHARHINUS PLUMBEUS,2,,C
40305163,LUTJANUS CAMPECHANUS,6,17.7,
40305163,MUSTELUS SINUSMEXICANUS,1,6.0,
40305163,RHIZOPRIONODON TERRAENOVAE,2,7.1,
40305164,CARCHARHINUS PLUMBEUS,5,,C
40305165,CARCHARHINUS PLUMBEUS,1,,C
40305165,LUTJANUS CAMPECHANUS,1,3.9,
40305166,LOPHOLATILUS CHAMAELEONTICEPS,5,16.2,
40305167,CARCHARHINUS FALCIFORMIS,3,42.0,
40305167,CARCHARHINUS FALCIFORMIS,2,,C
40305167,CARCHARHINUS PLUMBEUS,1,,C
40305167,MUSTELUS CANIS,1,5.9,
40305168,CARCHARHINUS,1,,C
40305168,CARCHARHINUS LIMBATUS,1,25.0,
40305168,CARCHARHINUS PLUMBEUS,1,,C
40305168,LUTJANUS CAMPECHANUS,3,21.0,
40305168,LUTJANUS CAMPECHANUS,1,,C
40305168,MUSTELUS,1,6.4,
40305168,MUSTELUS,1,,C
40305169,LUTJANUS CAMPECHANUS,1,,D
40305169,MUSTELUS,1,,D
40305169,MUSTELUS CANIS,1,8.4,
40305169,MUSTELUS SINUSMEXICANUS,2,4.1,
40305169,OPHICHTHUS REX,2,4.5,
40305169,RHIZOPRIONODON TERRAENOVAE,1,3.2,
40305169,SPHYRNA LEWINI,1,8.0,
40305170,LOPHOLATILUS CHAMAELEONTICEPS,9,47.7,
40305171,LOPHOLATILUS CHAMAELEONTICEPS,3,18.8,
40305171,OPHICHTHUS REX,1,2.0,
40305172,GALEOCERDO CUVIERI,1,4.0,
40305172,RHIZOPRIONODON TERRAENOVAE,25,100.6,
40305172,RHIZOPRIONODON TERRAENOVAE,3,,D
40305173,CARCHARHINUS ACRONOTUS,1,1.6,
40305173,RHIZOPRIONODON TERRAENOVAE,5,8.4,
40305175,CARCHARHINUS ACRONOTUS,1,6.9,
40305175,CARCHARHINUS LEUCAS,1,,C
40305175,RHIZOPRIONODON TERRAENOVAE,4,16.0,
40305176,CARCHARHINUS ACRONOTUS,3,24.4,
40305176,CARCHARHINUS ACRONOTUS,1,,D
40305176,CARCHARHINUS LEUCAS,1,,C
40305176,CARCHARHINUS LIMBATUS,2,42.0,
40305176,RHIZOPRIONODON TERRAENOVAE,44,168.5,
40305176,RHIZOPRIONODON TERRAENOVAE,2,,D
40305178,CARCHARHINUS ACRONOTUS,1,8.8,
40305178,CARCHARHINUS LIMBATUS,1,30.0,
40305179,CARCHARHINUS ACRONOTUS,2,19.2,
40305180,CARCHARHINUS ACRONOTUS,4,40.9,
40305180,CARCHARHINUS ACRONOTUS,1,,D
40305180,CARCHARHINUS BREVIPINNA,1,2.1,
40305180,CARCHARHINUS LIMBATUS,1,28.0,
40305181,RHIZOPRIONODON TERRAENOVAE,1,4.6,
40305182,ECHENEIS NAUCRATES,1,1.5,
421800001,CARCHARHINUS LIMBATUS,1,24.0,E
421800001,GALEOCERDO CUVIERI,2,30.0,E
421800002,CARCHARHINUS ACRONOTUS,1,0.0,C
421800002,CARCHARHINUS LIMBATUS,1,27.0,E
421800002,GALEOCERDO CUVIERI,2,35.0,E
421800002,OPHICHTHUS REX,4,16.0,
421800002,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
421800002,RHIZOPRIONODON TERRAENOVAE,6,22.0,E
421800002,RHIZOPRIONODON TERRAENOVAE,2,6.0,
421800003,CARCHARHINUS FALCIFORMIS,1,2.0,
421800003,OPHICHTHUS REX,1,3.0,
421800004,RHIZOPRIONODON TERRAENOVAE,4,24.0,
421800005,CARCHARHINUS FALCIFORMIS,2,12.0,
421800005,CARCHARHINUS PLUMBEUS,1,41.0,
421800005,RHIZOPRIONODON TERRAENOVAE,1,5.0,
421800005,UNID.FISH #01,1,0.0,C
421800006,OPHICHTHUS REX,3,10.0,
421800006,RHIZOPRIONODON TERRAENOVAE,1,5.0,
421800007,RHIZOPRIONODON TERRAENOVAE,1,5.0,
421800008,CARCHARHINUS PLUMBEUS,1,63.0,
421800008,UNID.FISH #01,1,0.0,C
421800009,LUTJANUS CAMPECHANUS,1,4.0,
421800009,RACHYCENTRON CANADUM,1,24.0,
421800009,RHIZOPRIONODON TERRAENOVAE,1,4.0,E
421800011,CARCHARHINUS FALCIFORMIS,1,54.0,
421800011,CARCHARHINUS PLUMBEUS,1,48.0,E
421800011,RHIZOPRIONODON TERRAENOVAE,2,8.0,E
421800011,RHIZOPRIONODON TERRAENOVAE,1,4.0,
421800013,CARCHARHINUS ACRONOTUS,1,8.0,
421800013,CARCHARHINUS LEUCAS,1,181.0,E
421800013,CARCHARHINUS LIMBATUS,1,28.0,
421800013,GALEOCERDO CUVIERI,1,2.0,
421800013,RHIZOPRIONODON TERRAENOVAE,1,3.0,
421800015,LUTJANUS CAMPECHANUS,2,20.0,
421800015,RHIZOPRIONODON TERRAENOVAE,4,18.0,
421800015,RHIZOPRIONODON TERRAENOVAE,1,4.0,E
421800015,SPHYRNA LEWINI,1,4.0,
421800017,MUSTELUS CANIS,1,7.0,
421800018,GALEOCERDO CUVIERI,1,181.0,E
421800018,LUTJANUS CAMPECHANUS,2,21.0,
421800018,RHIZOPRIONODON TERRAENOVAE,3,14.0,
421800018,SPHYRNA LEWINI,1,95.0,E
421800019,CARCHARHINUS LEUCAS,2,170.0,E
421800019,CARCHARHINUS LEUCAS,1,170.0,
421800019,RHIZOPRIONODON TERRAENOVAE,5,20.0,
421800019,RHIZOPRIONODON TERRAENOVAE,1,5.0,E
421800020,CARCHARHINUS ACRONOTUS,2,10.0,E
421800020,CARCHARHINUS LEUCAS,1,136.0,E
421800020,CARCHARHINUS LIMBATUS,2,55.0,E
421800020,RHIZOPRIONODON TERRAENOVAE,2,8.0,E
421800020,RHIZOPRIONODON TERRAENOVAE,2,0.0,C
421800020,SPHYRNA MOKARRAN,1,31.0,E
421800021,CARCHARHINUS LIMBATUS,2,15.0,
421800021,CARCHARHINUS LIMBATUS,3,29.0,E
421800021,RACHYCENTRON CANADUM,1,17.0,
421800021,RHINOPTERA BONASUS,1,8.0,E
421800021,RHIZOPRIONODON TERRAENOVAE,1,3.0,
421800021,RHIZOPRIONODON TERRAENOVAE,1,0.0,C
421800022,OPHICHTHUS REX,4,15.0,
